condition,group,stem,n_sickle,n_cells,polymer_length_um,polymer_um_per_100_cells,polymer_um_per_100_sickle_cells
S-UNT,S-UNT,M5_03_1_3_Bright Field_002,10,129,305.5417356180515,236.8540586186446,3055.4173561805155
S-UNT,S-UNT,M5_03_1_4_Bright Field_001,7,107,72.52014829537328,67.77583952838624,1036.0021185053324
S-UNT,S-UNT,M5_03_1_4_Bright Field_002,5,134,270.5636357000642,201.91316097019717,5411.272714001284
S-UNT,S-UNT,M5_03_1_5_Bright Field_001,4,101,155.39811768202546,153.85952245745094,3884.9529420506365
S-UNT,S-UNT,M5_03_1_5_Bright Field_002,7,145,168.9066946587215,116.48737562670448,2412.9527808388784
S-UNT,S-UNT,M5_03_1_6_Bright Field_002,11,109,318.19877208555454,291.92547897757294,2892.7161098686774
S-UNT,S-UNT,M5_03_1_7_Bright Field_002,7,90,104.01812694827991,115.57569660919991,1485.9732421182846
S-UNT,S-UNT,M5_03_1_8_Bright Field_002,6,75,190.23857270737554,253.65143027650072,3170.642878456259
S-UNT,S-UNT,M5_03_1_9_Bright Field_001,5,99,220.22013606706318,222.4445818859224,4404.402721341264
S-UNT,S-UNT,M5_03_1_9_Bright Field_002,9,147,308.630224055977,209.95253337141293,3429.224711733078
S-UNT,S-UNT,M6_03_1_10_Bright Field_002,4,91,187.15353990771396,205.66323066781754,4678.838497692849
S-UNT,S-UNT,M6_03_1_11_Bright Field_002,3,69,125.02113818493136,181.19005534048023,4167.371272831045
S-UNT,S-UNT,M6_03_1_12_Bright Field_002,3,52,61.421414491002594,118.11810479038961,2047.38048303342
S-UNT,S-UNT,M6_03_1_13_Bright Field_001,6,81,8.76960677412885,10.826675029788703,146.1601129021475
S-UNT,S-UNT,M6_03_1_13_Bright Field_002,4,81,34.65470756342203,42.78358958447164,866.3676890855508
S-UNT,S-UNT,M6_03_1_14_Bright Field_001,6,58,65.06105906888172,112.17423977393399,1084.3509844813618
S-UNT,S-UNT,M6_03_1_14_Bright Field_002,4,52,46.98956853881306,90.36455488233281,1174.7392134703266
S-UNT,S-UNT,M6_03_1_1_Bright Field_001,5,108,39.15106059178741,36.25098202943279,783.0212118357483
S-UNT,S-UNT,M6_03_1_1_Bright Field_002,7,134,202.62830786247207,151.21515512124782,2894.6901123210296
S-UNT,S-UNT,M6_03_1_2_Bright Field_001,3,81,88.24198743150478,108.94072522407998,2941.3995810501597
S-UNT,S-UNT,M6_03_1_2_Bright Field_002,7,116,255.5121418663259,220.26908781579817,3650.173455233227
S-UNT,S-UNT,M6_03_1_3_Bright Field_002,6,92,205.9002062154331,223.80457197329685,3431.6701035905517
S-UNT,S-UNT,M6_03_1_4_Bright Field_001,4,85,161.84440523429248,190.40518262857938,4046.110130857312
S-UNT,S-UNT,M6_03_1_4_Bright Field_002,5,94,288.4994081084908,306.91426394520295,5769.988162169816
S-UNT,S-UNT,M6_03_1_5_Bright Field_002,5,90,169.03799770317192,187.8199974479688,3380.7599540634387
S-UNT,S-UNT,M6_03_1_6_Bright Field_001,6,65,85.1955012219102,131.07000187986185,1419.92502036517
S-UNT,S-UNT,M6_03_1_6_Bright Field_002,7,74,134.8862593418641,182.27872884035688,1926.9465620266299
S-UNT,S-UNT,M6_03_1_7_Bright Field_001,5,71,38.68042564070895,54.47947273339288,773.6085128141789
S-UNT,S-UNT,M6_03_1_7_Bright Field_002,9,83,195.87394015737516,235.99269898478934,2176.3771128597236
S-UNT,S-UNT,M6_03_1_8_Bright Field_001,5,83,206.7177415361508,249.05751992307327,4134.354830723017
S-UNT,S-UNT,M6_03_1_8_Bright Field_002,7,79,165.28044954309016,209.21575891530398,2361.149279187002
S-UNT,S-UNT,M6_03_1_9_Bright Field_001,3,85,83.32902286859263,98.03414455128545,2777.6340956197546
S-UNT,S-UNT,M6_03_1_9_Bright Field_002,8,102,176.30381666212767,172.84687908051734,2203.797708276596
S-UNT,S-UNT,M7_03_1_10_Bright Field_001,11,151,197.05204876764623,130.49804554148756,1791.3822615240567
S-UNT,S-UNT,M7_03_1_10_Bright Field_002,12,199,303.27316500394807,152.39857537886837,2527.2763750329004
S-UNT,S-UNT,M7_03_1_11_Bright Field_001,5,110,178.22170848703527,162.01973498821388,3564.434169740706
S-UNT,S-UNT,M7_03_1_11_Bright Field_002,9,175,304.5931627861572,174.05323587780413,3384.3684754017468
S-UNT,S-UNT,M7_03_1_12_Bright Field_001,3,111,170.9929613470644,154.04771292528326,5699.76537823548
S-UNT,S-UNT,M7_03_1_12_Bright Field_002,5,127,211.36879217501618,166.43211982284737,4227.375843500324
S-UNT,S-UNT,M7_03_1_13_Bright Field_001,3,157,95.1715131615148,60.61879819204764,3172.383772050493
S-UNT,S-UNT,M7_03_1_13_Bright Field_002,17,190,702.8195413978619,369.9050217883484,4134.232596458011
S-UNT,S-UNT,M7_03_1_14_Bright Field_001,6,130,222.56721305465308,171.20554850357928,3709.4535509108846
S-UNT,S-UNT,M7_03_1_14_Bright Field_002,11,190,267.2548882145523,140.66046748134332,2429.5898928595666
S-UNT,S-UNT,M7_03_1_15_Bright Field_002,8,135,288.78089837451915,213.9117765737179,3609.7612296814896
S-UNT,S-UNT,M7_03_1_16_Bright Field_002,5,123,256.41111924140154,208.4643245865053,5128.222384828031
S-UNT,S-UNT,M7_03_1_1_Bright Field_001,5,108,91.91904229016147,85.1102243427421,1838.3808458032295
S-UNT,S-UNT,M7_03_1_1_Bright Field_002,8,116,187.4822635663462,161.62264100547085,2343.5282945793274
S-UNT,S-UNT,M7_03_1_2_Bright Field_001,8,192,210.31919792336615,109.54124891841987,2628.989974042077
S-UNT,S-UNT,M7_03_1_2_Bright Field_002,9,169,313.1783732100554,185.31264686985526,3479.759702333949
S-UNT,S-UNT,M7_03_1_3_Bright Field_001,10,186,277.11942472857027,148.98893802611303,2771.1942472857027
S-UNT,S-UNT,M7_03_1_3_Bright Field_002,16,247,566.6840329713579,229.42673399650116,3541.7752060709868
S-UNT,S-UNT,M7_03_1_4_Bright Field_001,8,174,222.82309248390374,128.05924855396768,2785.288656048797
S-UNT,S-UNT,M7_03_1_4_Bright Field_002,14,231,357.5173920645041,154.7694337941576,2553.6956576036005
S-UNT,S-UNT,M7_03_1_5_Bright Field_001,5,147,128.80151851300957,87.62008062109496,2576.0303702601914
S-UNT,S-UNT,M7_03_1_5_Bright Field_002,5,178,426.2999346284808,239.4943452968993,8525.998692569616
S-UNT,S-UNT,M7_03_1_6_Bright Field_001,4,172,141.0074655300397,81.9810846104882,3525.1866382509925
S-UNT,S-UNT,M7_03_1_6_Bright Field_002,11,225,396.37233389513915,176.16548173117297,3603.3848535921743
S-UNT,S-UNT,M7_03_1_7_Bright Field_001,6,147,195.05849222560357,132.6928518541521,3250.9748704267263
S-UNT,S-UNT,M7_03_1_7_Bright Field_002,9,207,413.26321652159214,199.64406595245995,4591.813516906579
S-UNT,S-UNT,M7_03_1_8_Bright Field_001,8,182,142.28997021619216,78.1813023165891,1778.624627702402
S-UNT,S-UNT,M7_03_1_8_Bright Field_002,11,205,390.84128848446755,190.65428706559393,3553.102622586069
S-UNT,S-UNT,M7_03_1_9_Bright Field_002,7,145,308.7338085256739,212.91986794874063,4410.482978938199
S-UNT,S-UNT,M8_03_1_11_Bright Field_002,3,46,87.19903191983967,189.56311286921667,2906.634397327989
S-UNT,S-UNT,M8_03_1_12_Bright Field_001,3,61,50.828240696485175,83.32498474833635,1694.274689882839
S-UNT,S-UNT,M8_03_1_12_Bright Field_002,6,62,56.902681797289,91.77851902788548,948.3780299548166
S-UNT,S-UNT,M8_03_1_1_Bright Field_001,5,55,120.99868722271104,219.99761313220188,2419.9737444542207
S-UNT,S-UNT,M8_03_1_1_Bright Field_002,4,65,147.3830831678671,226.74320487364173,3684.577079196678
S-UNT,S-UNT,M8_03_1_2_Bright Field_001,5,36,37.56609633473176,104.35026759647711,751.3219266946352
S-UNT,S-UNT,M8_03_1_3_Bright Field_001,3,51,37.647778404063125,73.81917334130024,1254.9259468021041
S-UNT,S-UNT,M8_03_1_3_Bright Field_002,3,66,63.67973780585976,96.48445122099963,2122.657926861992
S-UNT,S-UNT,M8_03_1_4_Bright Field_001,5,65,44.82848297230684,68.96689688047206,896.5696594461367
S-UNT,S-UNT,M8_03_1_4_Bright Field_002,5,74,105.74293803607148,142.8958622109074,2114.8587607214295
S-UNT,S-UNT,M8_03_1_5_Bright Field_002,4,68,123.8662631596015,182.15626935235514,3096.6565789900374
S-UNT,S-UNT,M8_03_1_7_Bright Field_001,3,50,74.90912275266679,149.81824550533358,2496.9707584222265
S-UNT,S-UNT,M8_03_1_7_Bright Field_002,3,65,58.270146113768355,89.6463786365667,1942.3382037922784
S-UNT,S-UNT,M9_03_1_10_Bright Field_001,8,90,234.5376226896265,260.5973585440294,2931.720283620331
S-UNT,S-UNT,M9_03_1_10_Bright Field_002,12,127,464.83555253270634,366.01224608874514,3873.6296044392197
S-UNT,S-UNT,M9_03_1_11_Bright Field_002,3,95,120.81000203748293,127.16842319735046,4027.000067916098
S-UNT,S-UNT,M9_03_1_12_Bright Field_002,4,99,147.7062776526889,149.1982602552413,3692.6569413172224
S-UNT,S-UNT,M9_03_1_13_Bright Field_001,9,124,150.16086450347223,121.09747137376792,1668.4540500385801
S-UNT,S-UNT,M9_03_1_13_Bright Field_002,7,131,297.94860437020685,227.44168272534873,4256.408633860098
S-UNT,S-UNT,M9_03_1_14_Bright Field_001,3,80,84.71248900044706,105.89061125055882,2823.7496333482354
S-UNT,S-UNT,M9_03_1_14_Bright Field_002,8,97,276.3333165228697,284.8797077555358,3454.1664565358715
S-UNT,S-UNT,M9_03_1_15_Bright Field_001,3,81,57.15529917716006,70.56209774958032,1905.1766392386687
S-UNT,S-UNT,M9_03_1_15_Bright Field_002,3,74,182.12101540485915,246.10948027683668,6070.700513495304
S-UNT,S-UNT,M9_03_1_16_Bright Field_001,3,70,33.531019246116465,47.901456065880666,1117.7006415372155
S-UNT,S-UNT,M9_03_1_1_Bright Field_001,5,84,71.20698096866141,84.77021543888263,1424.1396193732282
S-UNT,S-UNT,M9_03_1_1_Bright Field_002,5,89,179.1167846076527,201.2548141659019,3582.335692153054
S-UNT,S-UNT,M9_03_1_2_Bright Field_001,3,123,36.82375131342954,29.938009197910194,1227.458377114318
S-UNT,S-UNT,M9_03_1_2_Bright Field_002,5,117,112.80925740884177,96.41816872550578,2256.1851481768354
S-UNT,S-UNT,M9_03_1_3_Bright Field_001,3,107,196.167607716607,183.33421281925885,6538.920257220233
S-UNT,S-UNT,M9_03_1_3_Bright Field_002,12,161,420.647710008773,261.27186957066647,3505.3975834064418
S-UNT,S-UNT,M9_03_1_4_Bright Field_001,6,100,259.42032488564206,259.42032488564206,4323.672081427368
S-UNT,S-UNT,M9_03_1_4_Bright Field_002,16,141,525.1214139905981,372.426534745105,3282.008837441238
S-UNT,S-UNT,M9_03_1_5_Bright Field_002,4,97,132.39622683666263,136.49095550171404,3309.9056709165657
S-UNT,S-UNT,M9_03_1_6_Bright Field_001,6,118,47.14510160046391,39.95347593259654,785.7516933410652
S-UNT,S-UNT,M9_03_1_6_Bright Field_002,5,120,213.0920391943,177.57669932858335,4261.840783886
S-UNT,S-UNT,M9_03_1_7_Bright Field_001,5,96,63.24107733754376,65.87612222660808,1264.821546750875
S-UNT,S-UNT,M9_03_1_7_Bright Field_002,4,117,188.31507719011552,160.95305742744915,4707.876929752888
S-UNT,S-UNT,M9_03_1_8_Bright Field_001,3,92,171.85944909346227,186.80374901463293,5728.648303115409
S-UNT,S-UNT,M9_03_1_8_Bright Field_002,9,129,288.04746487995413,223.29260843407297,3200.527387555046
S-UNT,S-UNT,M9_03_1_9_Bright Field_001,6,112,160.58017068275694,143.3751523953187,2676.336178045949
S-UNT,S-UNT,M9_03_1_9_Bright Field_002,7,135,256.4611102521972,189.97119277940536,3663.73014645996
SE1,SE1,G10_03_1_1_Bright Field_002,3,59,64.55773607218177,109.41989164776571,2151.9245357393925
SE1,SE1,G10_03_1_3_Bright Field_002,3,26,80.32945209904959,308.9594311501907,2677.6484033016527
SE1,SE1,G11_03_1_3_Bright Field_002,4,26,66.5356616370978,255.90639091191463,1663.391540927445
SE1,SE1,G11_03_1_4_Bright Field_002,5,30,63.741163504009904,212.47054501336635,1274.823270080198
SE1,SE1,G12_03_1_11_Bright Field_002,4,44,114.6420325591714,260.55007399811683,2866.050813979285
SE1,SE1,G12_03_1_15_Bright Field_002,3,44,123.90234184755013,281.5962314717048,4130.078061585004
SE1,SE1,G12_03_1_4_Bright Field_001,3,30,102.59828190049993,341.99427300166644,3419.9427300166644
SE1,SE1,G12_03_1_5_Bright Field_002,4,54,61.41129308744144,113.72461682859527,1535.2823271860361
SE1,SE1,G12_03_1_7_Bright Field_002,5,36,64.35659614184162,178.76832261622673,1287.1319228368325
SE1,SE1,G13_03_1_11_Bright Field_002,4,19,8.008406963970963,42.149510336689275,200.21017409927407
SE1,SE1,G13_03_1_13_Bright Field_002,3,34,68.66105711096321,201.94428562048003,2288.7019036987735
SE1,SE1,G13_03_1_15_Bright Field_002,3,34,117.22633337990415,344.78333347030633,3907.5444459968053
SE1,SE1,G13_03_1_1_Bright Field_002,5,36,71.18068149187437,197.72411525520658,1423.6136298374872
SE1,SE1,G13_03_1_5_Bright Field_001,3,30,31.876209423434975,106.25403141144992,1062.540314114499
SE1,SE1,G13_03_1_9_Bright Field_001,4,34,20.56520549245871,60.4858985072315,514.1301373114677
SE1,SE1,G14_03_1_12_Bright Field_002,3,49,85.87178045623833,175.24853154334352,2862.392681874611
SE1,SE1,G14_03_1_13_Bright Field_001,5,55,64.96368042460283,118.11578259018695,1299.2736084920566
SE1,SE1,G14_03_1_13_Bright Field_002,3,66,54.164081616198196,82.06679032757303,1805.4693872066066
SE1,SE1,G14_03_1_14_Bright Field_001,3,46,126.4836121617218,274.9643742646126,4216.120405390727
SE1,SE1,G14_03_1_16_Bright Field_001,3,20,7.179563912739621,35.8978195636981,239.31879709132068
SE1,SE1,G14_03_1_3_Bright Field_002,3,47,47.06330701015492,100.13469576628707,1568.7769003384974
SE1,SE1,G14_03_1_4_Bright Field_002,3,47,10.787157978081865,22.95139995336567,359.5719326027288
SE1,SE1,G15_03_1_10_Bright Field_002,3,49,30.873991912547933,63.0081467603019,1029.1330637515978
SE1,SE1,G15_03_1_16_Bright Field_001,3,41,18.132848269088107,44.22645919289783,604.4282756362703
SE1,SE1,G15_03_1_16_Bright Field_002,5,35,109.95741918909141,314.1640548259755,2199.148383781828
SE1,SE1,G15_03_1_2_Bright Field_002,4,29,46.23112188344899,159.4176616670655,1155.778047086225
SE1,SE1,G15_03_1_4_Bright Field_001,3,44,85.52385279641129,194.37239271911656,2850.7950932137096
SE1,SE1,G15_03_1_6_Bright Field_002,4,34,69.2854704072173,203.78079531534502,1732.1367601804327
SE1,SE1,G15_03_1_7_Bright Field_002,3,32,63.99549463040376,199.98592072001176,2133.183154346792
SE1,SE1,G7_03_1_3_Bright Field_002,3,34,56.7762744199078,166.98904241149353,1892.5424806635936
SE1,SE1,G7_03_1_8_Bright Field_001,3,47,84.9309542536318,180.7041579864506,2831.031808454393
SE1,SE1,G8_03_1_10_Bright Field_002,4,59,20.260279783078285,34.33945725945472,506.50699457695714
SE1,SE1,G8_03_1_2_Bright Field_001,3,46,1.7807507458970198,3.8711972736891735,59.35835819656733
SE1,SE1,G8_03_1_2_Bright Field_002,5,52,86.23840269544698,165.84308210662883,1724.7680539089397
SE1,SE1,G8_03_1_4_Bright Field_001,4,83,43.94536888391034,52.94622757097631,1098.6342220977585
SE1,SE1,G8_03_1_4_Bright Field_002,13,81,250.21671502063438,308.90952471683255,1924.7439616971874
SE1,SE1,G8_03_1_5_Bright Field_001,4,45,45.02182855197152,100.04850789327004,1125.545713799288
SE1,SE1,G8_03_1_5_Bright Field_002,6,86,115.98240545394025,134.86326215574448,1933.040090899004
SE1,SE1,G8_03_1_6_Bright Field_001,3,40,0.0,0.0,0.0
SE1,SE1,G8_03_1_6_Bright Field_002,3,57,8.965588472609976,15.729102583526274,298.8529490869992
SE1,SE1,G8_03_1_7_Bright Field_002,4,50,19.167025330634793,38.334050661269586,479.1756332658698
SE1,SE1,G9_03_1_10_Bright Field_002,4,76,91.53235888442819,120.43731432161604,2288.308972110705
SE1,SE1,G9_03_1_11_Bright Field_002,5,61,86.8472273473081,142.37250384804608,1736.944546946162
SE1,SE1,G9_03_1_12_Bright Field_002,3,75,40.64670048896788,54.19560065195717,1354.8900162989294
SE1,SE1,G9_03_1_16_Bright Field_002,8,56,200.90326802135317,358.7558357524164,2511.2908502669147
SE1,SE1,G9_03_1_2_Bright Field_002,3,48,67.91853023763512,141.49693799507318,2263.951007921171
SE1,SE1,G9_03_1_5_Bright Field_001,3,70,99.63998556170071,142.3428365167153,3321.33285205669
SE1,SE1,G9_03_1_6_Bright Field_002,3,79,71.14285442625932,90.05424610918901,2371.4284808753105
SE1,SE1,G9_03_1_7_Bright Field_002,3,73,90.96355547811281,124.60761024399015,3032.118515937094
SE1,SE1,G9_03_1_9_Bright Field_001,3,67,75.1528736943283,112.16846820049001,2505.0957898109436
SE2,SE2,H12_03_1_11_Bright Field_002,3,22,76.63809166653812,348.35496212062776,2554.6030555512702
SE2,SE2,H12_03_1_12_Bright Field_001,3,19,54.440053944464346,286.5265997077071,1814.668464815478
SE2,SE2,H12_03_1_2_Bright Field_002,4,21,35.26943571132011,167.94969386342908,881.7358927830027
SE2,SE2,H13_03_1_13_Bright Field_001,3,18,25.16265410763532,139.7925228201962,838.7551369211773
SE2,SE2,H13_03_1_16_Bright Field_001,3,20,4.997177073537923,24.985885367689615,166.57256911793078
SE2,SE2,H13_03_1_1_Bright Field_001,3,21,22.086237399922325,105.17255904724917,736.2079133307442
SE2,SE2,H13_03_1_3_Bright Field_002,4,22,66.52044402686728,302.36565466757855,1663.011100671682
SE2,SE2,H13_03_1_4_Bright Field_002,3,15,3.9353723923409256,26.235815948939504,131.17907974469753
SE2,SE2,H13_03_1_5_Bright Field_002,3,24,23.27170578464603,96.96544076935845,775.7235261548676
SE2,SE2,H14_03_1_5_Bright Field_002,3,17,58.8191078400802,345.99475200047175,1960.6369280026731
SE2,SE2,H8_03_1_7_Bright Field_002,3,11,10.448745085842827,94.98859168948024,348.29150286142755
SE2,SE2,H9_03_1_1_Bright Field_002,3,17,49.37901412306398,290.4647889591999,1645.967137435466
SLHi,SLHi,K10_03_1_11_Bright Field_001,4,39,30.808203379708697,78.99539328130436,770.2050844927174
SLHi,SLHi,K10_03_1_4_Bright Field_002,5,50,81.80480123949187,163.60960247898373,1636.0960247898372
SLHi,SLHi,K10_03_1_5_Bright Field_001,4,64,62.10540060710236,97.03968844859745,1552.6350151775591
SLHi,SLHi,K10_03_1_5_Bright Field_002,6,53,176.4756766451891,332.97297480224364,2941.2612774198187
SLHi,SLHi,K10_03_1_8_Bright Field_002,3,34,101.46030956576132,298.4126751934157,3382.010318858711
SLHi,SLHi,K10_03_1_9_Bright Field_001,5,50,94.56105906830969,189.1221181366194,1891.2211813661938
SLHi,SLHi,K11_03_1_11_Bright Field_001,3,45,113.5407578511543,252.31279522478735,3784.6919283718103
SLHi,SLHi,K11_03_1_11_Bright Field_002,3,48,25.405516380184554,52.92815912538449,846.8505460061518
SLHi,SLHi,K11_03_1_12_Bright Field_002,3,59,145.96551528025836,247.39917844111585,4865.517176008611
SLHi,SLHi,K11_03_1_13_Bright Field_001,3,52,83.13198310651684,159.86919828176315,2771.0661035505614
SLHi,SLHi,K11_03_1_14_Bright Field_002,4,37,113.26525958068181,306.1223231910319,2831.6314895170453
SLHi,SLHi,K11_03_1_15_Bright Field_001,3,56,95.62823356799892,170.76470279999808,3187.6077855999642
SLHi,SLHi,K11_03_1_16_Bright Field_001,4,47,89.3148226914444,190.03153764137107,2232.87056728611
SLHi,SLHi,K11_03_1_16_Bright Field_002,5,46,98.7034489109156,214.57271502372956,1974.068978218312
SLHi,SLHi,K11_03_1_1_Bright Field_002,4,90,109.44177018835903,121.60196687595447,2736.0442547089756
SLHi,SLHi,K11_03_1_2_Bright Field_001,3,59,13.358704962387995,22.64187281760677,445.29016541293316
SLHi,SLHi,K11_03_1_2_Bright Field_002,5,76,72.86809719594692,95.8790752578249,1457.3619439189383
SLHi,SLHi,K11_03_1_4_Bright Field_002,3,61,97.33551325570107,159.56641517328046,3244.517108523369
SLHi,SLHi,K11_03_1_5_Bright Field_001,3,78,66.38560538617968,85.10975049510215,2212.8535128726558
SLHi,SLHi,K11_03_1_6_Bright Field_002,3,43,65.66612044640306,152.71190801489084,2188.8706815467685
SLHi,SLHi,K12_03_1_10_Bright Field_001,7,95,99.7071446900179,104.95488914738726,1424.38778128597
SLHi,SLHi,K12_03_1_10_Bright Field_002,6,92,117.61028882920986,127.83727046653246,1960.171480486831
SLHi,SLHi,K12_03_1_11_Bright Field_001,6,94,109.70778000346948,116.71040425901009,1828.4630000578247
SLHi,SLHi,K12_03_1_11_Bright Field_002,7,93,139.01256560205354,149.47587699145544,1985.8937943150506
SLHi,SLHi,K12_03_1_12_Bright Field_001,4,72,143.09746678509765,198.74648164596897,3577.4366696274415
SLHi,SLHi,K12_03_1_14_Bright Field_001,3,94,44.30637080547891,47.13443702710522,1476.879026849297
SLHi,SLHi,K12_03_1_14_Bright Field_002,10,112,170.65399457566858,152.3696380139898,1706.539945756686
SLHi,SLHi,K12_03_1_15_Bright Field_001,4,90,138.4712120680908,153.85690229787866,3461.78030170227
SLHi,SLHi,K12_03_1_1_Bright Field_001,7,91,184.6865605195996,202.9522643072523,2638.37943599428
SLHi,SLHi,K12_03_1_1_Bright Field_002,8,114,155.17286488068922,136.11654814095544,1939.6608110086152
SLHi,SLHi,K12_03_1_2_Bright Field_002,3,100,20.723826132484174,20.723826132484174,690.7942044161391
SLHi,SLHi,K12_03_1_3_Bright Field_002,3,100,99.69939862683617,99.69939862683617,3323.313287561206
SLHi,SLHi,K12_03_1_4_Bright Field_002,3,78,134.29147225712282,172.1685541757985,4476.382408570761
SLHi,SLHi,K12_03_1_5_Bright Field_001,3,79,95.14344705923372,120.4347431129541,3171.448235307791
SLHi,SLHi,K12_03_1_5_Bright Field_002,8,109,143.55650178873287,131.70321265021366,1794.456272359161
SLHi,SLHi,K12_03_1_6_Bright Field_001,5,92,38.20149499116838,41.5233641208352,764.0298998233677
SLHi,SLHi,K12_03_1_6_Bright Field_002,13,105,148.51129128430892,141.43932503267516,1142.394548340838
SLHi,SLHi,K12_03_1_7_Bright Field_001,4,95,37.694460958730104,39.678379956558004,942.3615239682526
SLHi,SLHi,K12_03_1_8_Bright Field_001,3,73,56.72609706354609,77.70698227883027,1890.869902118203
SLHi,SLHi,K12_03_1_9_Bright Field_002,3,78,85.68072546608367,109.84708393087651,2856.0241822027892
SLHi,SLHi,K13_03_1_10_Bright Field_002,6,77,165.35273767532678,214.74381516276208,2755.8789612554465
SLHi,SLHi,K13_03_1_11_Bright Field_002,3,51,121.21723198822784,237.68084703574084,4040.5743996075944
SLHi,SLHi,K13_03_1_13_Bright Field_001,4,68,124.74103826458146,183.44270333026685,3118.5259566145364
SLHi,SLHi,K13_03_1_13_Bright Field_002,5,80,228.18558121051154,285.23197651313944,4563.711624210231
SLHi,SLHi,K13_03_1_14_Bright Field_001,8,70,102.1220415558154,145.888630794022,1276.5255194476924
SLHi,SLHi,K13_03_1_14_Bright Field_002,5,56,177.72587417647063,317.3676324579833,3554.517483529413
SLHi,SLHi,K13_03_1_15_Bright Field_001,4,50,73.13456627755359,146.26913255510718,1828.3641569388396
SLHi,SLHi,K13_03_1_16_Bright Field_001,5,65,38.3795058787026,59.04539365954247,767.5901175740521
SLHi,SLHi,K13_03_1_16_Bright Field_002,5,58,59.801138835681954,103.10541178565853,1196.022776713639
SLHi,SLHi,K13_03_1_1_Bright Field_001,3,97,65.8220343972899,67.8577674198865,2194.0678132429966
SLHi,SLHi,K13_03_1_1_Bright Field_002,3,107,157.56451515475985,147.25655621940172,5252.150505158662
SLHi,SLHi,K13_03_1_2_Bright Field_001,4,79,91.00405669623511,115.19500847624698,2275.101417405878
SLHi,SLHi,K13_03_1_2_Bright Field_002,4,81,42.639391107135275,52.64122358905589,1065.9847776783818
SLHi,SLHi,K13_03_1_3_Bright Field_002,3,76,67.83839522288908,89.26104634590668,2261.2798407629693
SLHi,SLHi,K13_03_1_4_Bright Field_001,3,82,64.73200275230727,78.94146677110643,2157.733425076909
SLHi,SLHi,K13_03_1_4_Bright Field_002,5,87,174.26621201402762,200.3059908207214,3485.3242402805527
SLHi,SLHi,K13_03_1_5_Bright Field_002,9,97,196.40643639695963,202.48086226490682,2182.2937377439957
SLHi,SLHi,K13_03_1_6_Bright Field_001,3,64,37.15629456848498,58.056710263257784,1238.5431522828328
SLHi,SLHi,K13_03_1_7_Bright Field_002,5,63,68.94201811286672,109.43177478232812,1378.8403622573344
SLHi,SLHi,K13_03_1_8_Bright Field_002,5,62,110.7654804815391,178.65400077667599,2215.3096096307822
SLHi,SLHi,K13_03_1_9_Bright Field_001,4,84,70.90764055040256,84.41385779809828,1772.691013760064
SLHi,SLHi,K13_03_1_9_Bright Field_002,7,104,195.27842876364505,187.76771996504334,2789.691839480644
SLHi,SLHi,K14_03_1_10_Bright Field_001,3,98,137.20784759417555,140.0080077491587,4573.5949198058515
SLHi,SLHi,K14_03_1_10_Bright Field_002,3,90,223.25934150876833,248.0659350097426,7441.978050292278
SLHi,SLHi,K14_03_1_11_Bright Field_002,5,66,265.11556708285866,401.69025315584645,5302.311341657173
SLHi,SLHi,K14_03_1_12_Bright Field_001,5,79,117.67190559357732,148.95177923237637,2353.4381118715464
SLHi,SLHi,K14_03_1_12_Bright Field_002,8,78,216.37550503991778,277.40449364092024,2704.693812998972
SLHi,SLHi,K14_03_1_13_Bright Field_002,5,99,163.11805582406527,164.76571295360128,3262.3611164813055
SLHi,SLHi,K14_03_1_14_Bright Field_001,5,71,74.25439671738503,104.58365734842963,1485.0879343477006
SLHi,SLHi,K14_03_1_14_Bright Field_002,4,83,124.09923323772298,149.51714847918433,3102.4808309430746
SLHi,SLHi,K14_03_1_15_Bright Field_002,4,64,164.43564672459985,256.9306980071873,4110.891168114997
SLHi,SLHi,K14_03_1_16_Bright Field_001,3,62,108.25230642877203,174.60049423995488,3608.4102142924007
SLHi,SLHi,K14_03_1_16_Bright Field_002,4,58,100.69002408746617,173.60348980597615,2517.2506021866543
SLHi,SLHi,K14_03_1_1_Bright Field_001,4,149,135.0604972926405,90.64462905546341,3376.512432316012
SLHi,SLHi,K14_03_1_1_Bright Field_002,9,161,192.14896544452012,119.34718350591311,2134.9885049391123
SLHi,SLHi,K14_03_1_2_Bright Field_002,8,117,167.4819514024938,143.14696701067845,2093.5243925311725
SLHi,SLHi,K14_03_1_3_Bright Field_001,3,98,50.374460392022115,51.4025106041042,1679.1486797340706
SLHi,SLHi,K14_03_1_3_Bright Field_002,7,105,144.8957924028095,137.99599276458048,2069.939891468707
SLHi,SLHi,K14_03_1_4_Bright Field_001,7,119,118.42074057806622,99.51322737652623,1691.7248654009459
SLHi,SLHi,K14_03_1_4_Bright Field_002,9,127,211.23532159533286,166.32702487821484,2347.059128837032
SLHi,SLHi,K14_03_1_5_Bright Field_001,6,115,133.1039243343045,115.74254289939522,2218.398738905075
SLHi,SLHi,K14_03_1_5_Bright Field_002,8,134,178.11417015739895,132.9210225055216,2226.427126967487
SLHi,SLHi,K14_03_1_6_Bright Field_001,5,98,82.5410035133415,84.22551378912397,1650.8200702668298
SLHi,SLHi,K14_03_1_6_Bright Field_002,8,109,150.03660621135305,137.64826257922297,1875.457577641913
SLHi,SLHi,K14_03_1_7_Bright Field_001,5,82,85.3923505005022,104.13701280549049,1707.847010010044
