condition,group,stem,n_sickle,n_cells,polymer_length_um,polymer_um_per_100_cells,polymer_um_per_100_sickle_cells
ALHi,neg_control,E8_03_1_13_Bright Field_002,1,75,16.295350736255692,21.72713431500759,1629.535073625569
ALHi,neg_control,E8_03_1_14_Bright Field_001,3,56,6.230288128677579,11.125514515495677,207.6762709559193
ALHi,neg_control,E8_03_1_14_Bright Field_002,1,84,28.833450854958436,34.325536732093376,2883.3450854958437
ALHi,neg_control,E8_03_1_15_Bright Field_001,0,60,14.474265138042943,24.12377523007157,
ALHi,neg_control,E8_03_1_15_Bright Field_002,1,97,3.47443884471647,3.581895716202546,347.443884471647
ALHi,neg_control,E8_03_1_16_Bright Field_001,1,81,3.09665249291339,3.8230277690288763,309.66524929133897
ALHi,neg_control,E8_03_1_16_Bright Field_002,2,104,4.178026656305831,4.017333323370991,208.90133281529154
ALHi,neg_control,E8_03_1_1_Bright Field_001,1,64,5.963145519246315,9.317414873822367,596.3145519246315
ALHi,neg_control,E8_03_1_1_Bright Field_002,1,76,12.45310644154241,16.385666370450537,1245.310644154241
ALHi,neg_control,E8_03_1_2_Bright Field_001,0,57,3.580069624507224,6.280823902644253,
ALHi,neg_control,E8_03_1_2_Bright Field_002,2,81,7.402957353533585,9.13945352288097,370.14786767667925
ALHi,neg_control,E8_03_1_3_Bright Field_001,0,75,6.496523727192727,8.66203163625697,
ALHi,neg_control,E8_03_1_3_Bright Field_002,1,79,8.765733906898086,11.095865704934287,876.5733906898087
ALHi,neg_control,E8_03_1_4_Bright Field_001,1,81,49.06143097686542,60.56966787267335,4906.143097686541
ALHi,neg_control,E8_03_1_4_Bright Field_002,0,68,55.08028984902272,81.00042624856282,
ALHi,neg_control,E8_03_1_5_Bright Field_001,1,54,34.940580385271815,64.7047784912441,3494.0580385271815
ALHi,neg_control,E8_03_1_5_Bright Field_002,1,70,24.800384836151313,35.429121194501874,2480.038483615131
ALHi,neg_control,E8_03_1_6_Bright Field_001,0,51,14.703243383172097,28.82988898661196,
ALHi,neg_control,E8_03_1_6_Bright Field_002,2,76,2.0193524951500312,2.6570427567763573,100.96762475750157
ALHi,neg_control,E8_03_1_7_Bright Field_001,1,49,3.7234508678253673,7.5988793220925865,372.3450867825367
ALHi,neg_control,E8_03_1_7_Bright Field_002,0,88,10.35730109189937,11.769660331703829,
ALHi,neg_control,E8_03_1_8_Bright Field_001,2,67,16.05529743802172,23.96313050451003,802.764871901086
ALHi,neg_control,E8_03_1_8_Bright Field_002,3,98,19.5003724091328,19.898339192992655,650.01241363776
ALHi,neg_control,E8_03_1_9_Bright Field_001,0,50,13.160883339388644,26.321766678777283,
ALHi,neg_control,E8_03_1_9_Bright Field_002,1,84,12.222867180274118,14.551032357469188,1222.2867180274118
ALHi,neg_control,E9_03_1_10_Bright Field_001,1,26,10.509870739251056,40.42257976635021,1050.9870739251055
ALHi,neg_control,E9_03_1_10_Bright Field_002,1,35,20.498012489969035,58.565749971340104,2049.8012489969037
ALHi,neg_control,E9_03_1_11_Bright Field_001,0,27,0.0,0.0,
ALHi,neg_control,E9_03_1_11_Bright Field_002,1,28,0.0,0.0,0.0
ALHi,neg_control,E9_03_1_12_Bright Field_001,0,41,9.077925158533214,22.141280874471253,
ALHi,neg_control,E9_03_1_12_Bright Field_002,0,52,1.8449565684361695,3.5479934008387874,
ALHi,neg_control,E9_03_1_13_Bright Field_001,0,23,8.451109996758937,36.74395650764755,
ALHi,neg_control,E9_03_1_13_Bright Field_002,0,42,7.025264543976522,16.726820342801243,
ALHi,neg_control,E9_03_1_14_Bright Field_001,0,26,6.543972275444731,25.16912413632589,
ALHi,neg_control,E9_03_1_14_Bright Field_002,1,41,17.23662214329436,42.04054181291307,1723.6622143294358
ALHi,neg_control,E9_03_1_15_Bright Field_001,0,20,10.478380671502132,52.39190335751066,
ALHi,neg_control,E9_03_1_15_Bright Field_002,0,34,7.216927219438157,21.226256527759283,
ALHi,neg_control,E9_03_1_16_Bright Field_001,0,25,0.0,0.0,
ALHi,neg_control,E9_03_1_16_Bright Field_002,0,48,7.289173239319132,15.185777581914857,
ALHi,neg_control,E9_03_1_1_Bright Field_001,0,32,22.95069508450046,71.72092213906393,
ALHi,neg_control,E9_03_1_1_Bright Field_002,1,48,2.852206854830324,5.942097614229842,285.2206854830324
ALHi,neg_control,E9_03_1_2_Bright Field_001,0,22,7.594604980611462,34.5209317300521,
ALHi,neg_control,E9_03_1_2_Bright Field_002,0,30,0.0,0.0,
ALHi,neg_control,E9_03_1_3_Bright Field_001,0,19,0.0,0.0,
ALHi,neg_control,E9_03_1_3_Bright Field_002,0,35,0.0,0.0,
ALHi,neg_control,E9_03_1_4_Bright Field_001,0,31,6.238867126122978,20.125377826203152,
ALHi,neg_control,E9_03_1_4_Bright Field_002,0,37,5.254550550251171,14.201487973651814,
ALHi,neg_control,E9_03_1_5_Bright Field_001,0,27,3.5142318925747418,13.015673676202747,
ALHi,neg_control,E9_03_1_5_Bright Field_002,0,41,4.920269224646011,12.000656645478076,
ALHi,neg_control,E9_03_1_6_Bright Field_001,0,15,0.0,0.0,
ALHi,neg_control,E9_03_1_6_Bright Field_002,0,41,2.036042244682353,4.965956694347203,
ALHi,neg_control,E9_03_1_7_Bright Field_001,0,24,6.65308859133407,27.72120246389196,
ALHi,neg_control,E9_03_1_7_Bright Field_002,0,37,0.0,0.0,
ALHi,neg_control,E9_03_1_8_Bright Field_001,0,29,9.99016194523264,34.448834293905655,
ALHi,neg_control,E9_03_1_8_Bright Field_002,0,27,0.0,0.0,
ALHi,neg_control,E9_03_1_9_Bright Field_001,2,26,20.933452970581975,80.51328065608452,1046.6726485290988
ALHi,neg_control,E9_03_1_9_Bright Field_002,0,37,16.279394470308667,43.99836343326667,
ALLo,neg_control,F10_03_1_10_Bright Field_001,0,37,1.7143385928390034,4.633347548213523,
ALLo,neg_control,F10_03_1_10_Bright Field_002,0,55,3.8369796743306663,6.976326680601212,
ALLo,neg_control,F10_03_1_11_Bright Field_001,0,40,4.270814906844713,10.677037267111782,
ALLo,neg_control,F10_03_1_11_Bright Field_002,0,58,0.0,0.0,
ALLo,neg_control,F10_03_1_12_Bright Field_001,0,36,4.044264391258539,11.234067753495943,
ALLo,neg_control,F10_03_1_12_Bright Field_002,1,55,17.44972439999571,31.726771636355835,1744.972439999571
ALLo,neg_control,F10_03_1_13_Bright Field_001,0,50,2.2077239257729775,4.415447851545955,
ALLo,neg_control,F10_03_1_13_Bright Field_002,0,79,9.389596361988664,11.885565015175525,
ALLo,neg_control,F10_03_1_14_Bright Field_001,0,38,2.1911468905772065,5.766176027834754,
ALLo,neg_control,F10_03_1_14_Bright Field_002,0,64,4.062857123019593,6.348214254718114,
ALLo,neg_control,F10_03_1_15_Bright Field_001,0,42,2.149743958863667,5.118437997294445,
ALLo,neg_control,F10_03_1_15_Bright Field_002,0,56,1.7190914379484208,3.0698061391936085,
ALLo,neg_control,F10_03_1_16_Bright Field_001,0,42,0.0,0.0,
ALLo,neg_control,F10_03_1_16_Bright Field_002,0,50,2.063262351860429,4.126524703720858,
ALLo,neg_control,F10_03_1_1_Bright Field_001,0,57,1.6317352216296501,2.862693371280088,
ALLo,neg_control,F10_03_1_1_Bright Field_002,0,86,2.6504833068413514,3.081957333536455,
ALLo,neg_control,F10_03_1_2_Bright Field_001,1,51,5.251309182348585,10.296684671271736,525.1309182348585
ALLo,neg_control,F10_03_1_2_Bright Field_002,0,89,25.24000990224408,28.359561687914695,
ALLo,neg_control,F10_03_1_3_Bright Field_001,0,55,0.0,0.0,
ALLo,neg_control,F10_03_1_3_Bright Field_002,0,75,1.928210433454153,2.570947244605537,
ALLo,neg_control,F10_03_1_4_Bright Field_001,1,69,7.901102475769467,11.450873153289082,790.1102475769467
ALLo,neg_control,F10_03_1_4_Bright Field_002,0,76,3.6912573406186224,4.856917553445556,
ALLo,neg_control,F10_03_1_5_Bright Field_001,0,40,0.0,0.0,
ALLo,neg_control,F10_03_1_5_Bright Field_002,0,71,9.008147878951533,12.6875322238754,
ALLo,neg_control,F10_03_1_6_Bright Field_001,1,52,8.154631123921035,15.681982930617377,815.4631123921035
ALLo,neg_control,F10_03_1_6_Bright Field_002,1,57,7.174499934065067,12.586841989587837,717.4499934065067
ALLo,neg_control,F10_03_1_7_Bright Field_001,1,50,1.7252852100762104,3.4505704201524208,172.52852100762104
ALLo,neg_control,F10_03_1_7_Bright Field_002,1,62,2.648571234150687,4.271889087339818,264.8571234150687
ALLo,neg_control,F10_03_1_8_Bright Field_001,1,45,2.2613839947232433,5.025297766051652,226.13839947232432
ALLo,neg_control,F10_03_1_8_Bright Field_002,0,73,0.0,0.0,
ALLo,neg_control,F10_03_1_9_Bright Field_001,0,52,1.8558662173098237,3.568973494826584,
ALLo,neg_control,F10_03_1_9_Bright Field_002,0,64,9.3312631348276,14.580098648168125,
ALLo,neg_control,F11_03_1_10_Bright Field_001,0,59,5.886677203483109,9.977418988954422,
ALLo,neg_control,F11_03_1_10_Bright Field_002,0,93,1.7060996731000186,1.8345157775269019,
ALLo,neg_control,F11_03_1_11_Bright Field_001,0,66,12.312285010711403,18.654977288956673,
ALLo,neg_control,F11_03_1_11_Bright Field_002,1,89,6.137476187445925,6.896040660051601,613.7476187445925
ALLo,neg_control,F11_03_1_12_Bright Field_001,0,51,9.838617669006524,19.29140719413044,
ALLo,neg_control,F11_03_1_12_Bright Field_002,0,92,12.656184289920006,13.756722054260877,
ALLo,neg_control,F11_03_1_13_Bright Field_001,0,69,0.0,0.0,
ALLo,neg_control,F11_03_1_13_Bright Field_002,0,110,15.320613794583403,13.927830722348547,
ALLo,neg_control,F11_03_1_14_Bright Field_001,0,52,0.0,0.0,
ALLo,neg_control,F11_03_1_14_Bright Field_002,0,75,1.683257284107105,2.24434304547614,
ALLo,neg_control,F11_03_1_15_Bright Field_001,1,51,39.245938669732475,76.95282092104407,3924.5938669732473
ALLo,neg_control,F11_03_1_15_Bright Field_002,4,74,55.28832544816185,74.71395330832682,1382.2081362040462
ALLo,neg_control,F11_03_1_16_Bright Field_001,1,45,7.787000037616256,17.304444528036125,778.7000037616256
ALLo,neg_control,F11_03_1_16_Bright Field_002,2,75,33.721642676148534,44.962190234864714,1686.0821338074268
ALLo,neg_control,F11_03_1_1_Bright Field_001,0,92,13.83766341108009,15.040938490304447,
ALLo,neg_control,F11_03_1_1_Bright Field_002,4,155,6.7928599003974135,4.382490258320912,169.82149750993534
ALLo,neg_control,F11_03_1_2_Bright Field_001,0,82,4.582495473224692,5.588409113688649,
ALLo,neg_control,F11_03_1_2_Bright Field_002,0,107,0.0,0.0,
ALLo,neg_control,F11_03_1_3_Bright Field_001,1,60,3.1423880020832193,5.237313336805366,314.23880020832195
ALLo,neg_control,F11_03_1_3_Bright Field_002,0,58,8.62764047512193,14.875242198486088,
ALLo,neg_control,F11_03_1_4_Bright Field_001,0,61,83.03864025770461,136.12891845525346,
ALLo,neg_control,F11_03_1_4_Bright Field_002,0,78,84.1828759777905,107.92676407409039,
ALLo,neg_control,F11_03_1_5_Bright Field_001,1,88,0.0,0.0,0.0
ALLo,neg_control,F11_03_1_5_Bright Field_002,2,145,13.274870239629271,9.155082923882256,663.7435119814636
ALLo,neg_control,F11_03_1_6_Bright Field_001,0,65,0.0,0.0,
ALLo,neg_control,F11_03_1_6_Bright Field_002,2,110,1.889779493230074,1.7179813574818856,94.4889746615037
ALLo,neg_control,F11_03_1_7_Bright Field_001,0,57,0.0,0.0,
ALLo,neg_control,F11_03_1_7_Bright Field_002,2,90,1.818322040937192,2.020357823263547,90.9161020468596
ALLo,neg_control,F11_03_1_8_Bright Field_001,1,64,4.375460543293836,6.836657098896619,437.5460543293836
ALLo,neg_control,F11_03_1_8_Bright Field_002,1,71,0.0,0.0,0.0
ALLo,neg_control,F11_03_1_9_Bright Field_001,0,76,11.453505948668951,15.070402564038094,
ALLo,neg_control,F11_03_1_9_Bright Field_002,1,102,5.216475699420347,5.114191862176811,521.6475699420347
ALLo,neg_control,F12_03_1_10_Bright Field_001,1,33,0.0,0.0,0.0
ALLo,neg_control,F12_03_1_10_Bright Field_002,1,62,16.681664235258555,26.90591005686864,1668.1664235258556
ALLo,neg_control,F12_03_1_11_Bright Field_001,1,32,4.161341355704549,13.004191736576715,416.1341355704549
ALLo,neg_control,F12_03_1_11_Bright Field_002,0,31,9.204762358746008,29.692781802406476,
ALLo,neg_control,F12_03_1_12_Bright Field_001,0,39,2.2362221048907363,5.73390283305317,
ALLo,neg_control,F12_03_1_12_Bright Field_002,2,54,0.0,0.0,0.0
ALLo,neg_control,F12_03_1_13_Bright Field_001,0,46,0.0,0.0,
ALLo,neg_control,F12_03_1_13_Bright Field_002,0,63,1.671341845039152,2.6529235635542094,
ALLo,neg_control,F12_03_1_14_Bright Field_001,0,45,1.6697223140646116,3.7104940312546923,
ALLo,neg_control,F12_03_1_14_Bright Field_002,1,69,5.494986598551015,7.963748693552195,549.4986598551014
ALLo,neg_control,F12_03_1_15_Bright Field_001,0,37,0.0,0.0,
ALLo,neg_control,F12_03_1_15_Bright Field_002,0,57,2.675414432077456,4.693709529960449,
ALLo,neg_control,F12_03_1_16_Bright Field_001,0,44,0.0,0.0,
ALLo,neg_control,F12_03_1_16_Bright Field_002,0,54,12.077315154945936,22.365398435085066,
ALLo,neg_control,F12_03_1_1_Bright Field_001,1,64,8.283560294247735,12.943062959762086,828.3560294247735
ALLo,neg_control,F12_03_1_1_Bright Field_002,1,81,2.0222860855233122,2.4966494883003856,202.22860855233122
ALLo,neg_control,F12_03_1_2_Bright Field_001,0,34,10.181122415402404,29.944477692360014,
ALLo,neg_control,F12_03_1_2_Bright Field_002,0,64,12.13443270415824,18.96005110024725,
ALLo,neg_control,F12_03_1_3_Bright Field_001,0,37,17.24690631504683,46.61326031093738,
ALLo,neg_control,F12_03_1_3_Bright Field_002,0,40,15.69391100150489,39.23477750376223,
ALLo,neg_control,F12_03_1_4_Bright Field_001,0,48,13.403001336561564,27.92291945116993,
ALLo,neg_control,F12_03_1_4_Bright Field_002,1,74,12.194434808664482,16.478965957654705,1219.4434808664482
ALLo,neg_control,F12_03_1_5_Bright Field_001,1,56,2.173876522884107,3.881922362293048,217.3876522884107
ALLo,neg_control,F12_03_1_5_Bright Field_002,0,76,12.300871883121594,16.185357740949467,
ALLo,neg_control,F12_03_1_6_Bright Field_001,1,41,0.0,0.0,0.0
ALLo,neg_control,F12_03_1_6_Bright Field_002,0,52,0.0,0.0,
ALLo,neg_control,F12_03_1_7_Bright Field_001,0,27,0.0,0.0,
ALLo,neg_control,F12_03_1_7_Bright Field_002,0,42,1.6397135367581137,3.9040798494240803,
ALLo,neg_control,F12_03_1_8_Bright Field_001,0,39,5.831066756017209,14.951453220556946,
ALLo,neg_control,F12_03_1_8_Bright Field_002,0,53,19.402560252152615,36.60860424934455,
ALLo,neg_control,F12_03_1_9_Bright Field_001,0,42,1.6515629539296606,3.932292747451573,
ALLo,neg_control,F12_03_1_9_Bright Field_002,0,53,1.906440571436979,3.597057681956564,
ALLo,neg_control,F13_03_1_10_Bright Field_001,2,47,0.0,0.0,0.0
ALLo,neg_control,F13_03_1_10_Bright Field_002,0,60,4.006248755864679,6.677081259774464,
ALLo,neg_control,F13_03_1_11_Bright Field_001,0,63,12.82175390740659,20.351990329216807,
ALLo,neg_control,F13_03_1_11_Bright Field_002,0,81,13.697980625352875,16.911087191793673,
ALLo,neg_control,F13_03_1_12_Bright Field_001,1,63,28.63805552162129,45.45723098670046,2863.805552162129
ALLo,neg_control,F13_03_1_12_Bright Field_002,0,78,24.221107838639586,31.05270235723024,
ALLo,neg_control,F13_03_1_13_Bright Field_001,0,62,0.0,0.0,
ALLo,neg_control,F13_03_1_13_Bright Field_002,1,104,11.223800918787827,10.792116268065218,1122.3800918787827
ALLo,neg_control,F13_03_1_14_Bright Field_001,0,51,0.0,0.0,
ALLo,neg_control,F13_03_1_14_Bright Field_002,0,79,0.0,0.0,
ALLo,neg_control,F13_03_1_15_Bright Field_001,1,46,19.224654700037426,41.792727608777014,1922.4654700037427
ALLo,neg_control,F13_03_1_15_Bright Field_002,1,62,1.6800472080010633,2.7097535612920374,168.00472080010633
ALLo,neg_control,F13_03_1_16_Bright Field_001,0,53,13.741675572034325,25.927689758555328,
ALLo,neg_control,F13_03_1_16_Bright Field_002,1,78,19.447011474290537,24.932065992680176,1944.7011474290537
ALLo,neg_control,F13_03_1_1_Bright Field_001,0,101,11.72986677115041,11.613729476386544,
ALLo,neg_control,F13_03_1_1_Bright Field_002,2,122,21.287441327303675,17.448722399429244,1064.3720663651839
ALLo,neg_control,F13_03_1_2_Bright Field_001,0,64,27.960685727973058,43.688571449957905,
ALLo,neg_control,F13_03_1_2_Bright Field_002,0,89,15.981556102182235,17.956804609193522,
ALLo,neg_control,F13_03_1_3_Bright Field_001,0,46,4.210782863505198,9.153875790228692,
ALLo,neg_control,F13_03_1_3_Bright Field_002,0,61,6.396932940134263,10.486775311695514,
ALLo,neg_control,F13_03_1_4_Bright Field_001,1,80,23.528657486929042,29.4108218586613,2352.865748692904
ALLo,neg_control,F13_03_1_4_Bright Field_002,0,82,13.288486098745055,16.20547085212812,
ALLo,neg_control,F13_03_1_5_Bright Field_001,0,75,24.49009224933139,32.653456332441856,
ALLo,neg_control,F13_03_1_5_Bright Field_002,0,96,9.933764693281427,10.347671555501487,
ALLo,neg_control,F13_03_1_6_Bright Field_001,0,70,21.095839269841356,30.136913242630513,
ALLo,neg_control,F13_03_1_6_Bright Field_002,0,81,16.534687494832394,20.413194438064686,
ALLo,neg_control,F13_03_1_7_Bright Field_001,2,59,57.763465025978654,97.90417801013332,2888.173251298933
ALLo,neg_control,F13_03_1_7_Bright Field_002,3,71,45.67414070631821,64.3297756427017,1522.4713568772738
ALLo,neg_control,F13_03_1_8_Bright Field_001,0,81,6.939029816373251,8.566703477004015,
ALLo,neg_control,F13_03_1_8_Bright Field_002,1,72,10.624103833165655,14.75569976828563,1062.4103833165655
ALLo,neg_control,F13_03_1_9_Bright Field_001,0,55,1.9772712002667034,3.595038545939461,
ALLo,neg_control,F13_03_1_9_Bright Field_002,1,63,6.147161525617088,9.75739924701125,614.7161525617088
ALLo,neg_control,F14_03_1_10_Bright Field_001,7,52,5.472296988025496,10.523648053895185,78.17567125750709
ALLo,neg_control,F14_03_1_10_Bright Field_002,4,62,0.0,0.0,0.0
ALLo,neg_control,F14_03_1_11_Bright Field_001,0,44,1.798456267638289,4.0874006082688386,
ALLo,neg_control,F14_03_1_11_Bright Field_002,0,49,0.0,0.0,
ALLo,neg_control,F14_03_1_12_Bright Field_001,0,45,6.839916778997829,15.199815064439619,
ALLo,neg_control,F14_03_1_12_Bright Field_002,2,45,14.784952997433319,32.855451105407376,739.2476498716659
ALLo,neg_control,F14_03_1_13_Bright Field_001,1,53,0.0,0.0,0.0
ALLo,neg_control,F14_03_1_13_Bright Field_002,1,83,1.6306325612402264,1.9646175436629234,163.06325612402264
ALLo,neg_control,F14_03_1_14_Bright Field_001,0,28,0.0,0.0,
ALLo,neg_control,F14_03_1_14_Bright Field_002,8,56,6.209375375248876,11.088170312944422,77.61719219061095
ALLo,neg_control,F14_03_1_15_Bright Field_001,0,37,5.883909430516726,15.902457920315475,
ALLo,neg_control,F14_03_1_15_Bright Field_002,0,49,2.544308465144804,5.19246625539756,
ALLo,neg_control,F14_03_1_16_Bright Field_001,1,42,10.945951885453194,26.061790203459985,1094.5951885453194
ALLo,neg_control,F14_03_1_16_Bright Field_002,1,54,11.56560461869967,21.417786330925313,1156.560461869967
ALLo,neg_control,F14_03_1_1_Bright Field_001,0,80,57.29557574642642,71.61946968303303,
ALLo,neg_control,F14_03_1_1_Bright Field_002,3,87,68.15628726639243,78.34056007631314,2271.876242213081
ALLo,neg_control,F14_03_1_2_Bright Field_001,0,58,3.6217868203052737,6.244460035009092,
ALLo,neg_control,F14_03_1_2_Bright Field_002,1,62,0.0,0.0,0.0
ALLo,neg_control,F14_03_1_3_Bright Field_001,2,58,5.220162789831559,9.000280672123377,261.00813949157794
ALLo,neg_control,F14_03_1_3_Bright Field_002,0,57,7.4770955594435575,13.117711507795715,
ALLo,neg_control,F14_03_1_4_Bright Field_001,14,57,2.247430466309656,3.9428604672099223,16.053074759354683
ALLo,neg_control,F14_03_1_4_Bright Field_002,1,39,0.0,0.0,0.0
ALLo,neg_control,F14_03_1_5_Bright Field_001,0,59,4.964483214352931,8.414378329411747,
ALLo,neg_control,F14_03_1_5_Bright Field_002,0,84,7.884056061217719,9.38578102525919,
ALLo,neg_control,F14_03_1_6_Bright Field_001,0,52,0.0,0.0,
ALLo,neg_control,F14_03_1_6_Bright Field_002,12,73,9.38647690082546,12.858187535377343,78.22064084021217
ALLo,neg_control,F14_03_1_7_Bright Field_001,0,38,0.0,0.0,
ALLo,neg_control,F14_03_1_7_Bright Field_002,0,34,0.0,0.0,
ALLo,neg_control,F14_03_1_8_Bright Field_001,1,27,0.0,0.0,0.0
ALLo,neg_control,F14_03_1_8_Bright Field_002,1,27,4.141835923591617,15.340133050339322,414.1835923591617
ALLo,neg_control,F14_03_1_9_Bright Field_001,0,48,0.0,0.0,
ALLo,neg_control,F14_03_1_9_Bright Field_002,0,75,0.0,0.0,
ALLo,neg_control,F15_03_1_10_Bright Field_001,0,32,0.0,0.0,
ALLo,neg_control,F15_03_1_10_Bright Field_002,1,38,3.4197668846380194,8.999386538521104,341.97668846380196
ALLo,neg_control,F15_03_1_11_Bright Field_001,1,25,1.901253667733191,7.605014670932764,190.12536677331912
ALLo,neg_control,F15_03_1_11_Bright Field_002,0,37,0.0,0.0,
ALLo,neg_control,F15_03_1_12_Bright Field_001,1,25,0.0,0.0,0.0
ALLo,neg_control,F15_03_1_12_Bright Field_002,1,31,0.0,0.0,0.0
ALLo,neg_control,F15_03_1_13_Bright Field_001,0,49,16.311254439681303,33.288274366696534,
ALLo,neg_control,F15_03_1_13_Bright Field_002,0,60,0.0,0.0,
ALLo,neg_control,F15_03_1_14_Bright Field_001,0,33,0.0,0.0,
ALLo,neg_control,F15_03_1_14_Bright Field_002,1,46,0.0,0.0,0.0
ALLo,neg_control,F15_03_1_15_Bright Field_001,2,36,23.997554119613433,66.65987255448175,1199.8777059806716
ALLo,neg_control,F15_03_1_15_Bright Field_002,1,34,8.857663564792961,26.05195166115577,885.7663564792962
ALLo,neg_control,F15_03_1_16_Bright Field_001,1,35,0.0,0.0,0.0
ALLo,neg_control,F15_03_1_16_Bright Field_002,0,32,1.6429953261592256,5.13436039424758,
ALLo,neg_control,F15_03_1_1_Bright Field_001,2,52,14.877006476648157,28.609627839707994,743.8503238324079
ALLo,neg_control,F15_03_1_1_Bright Field_002,0,54,11.462513366268187,21.22687660420035,
ALLo,neg_control,F15_03_1_2_Bright Field_001,0,32,0.0,0.0,
ALLo,neg_control,F15_03_1_2_Bright Field_002,0,39,0.0,0.0,
ALLo,neg_control,F15_03_1_3_Bright Field_001,0,22,0.0,0.0,
ALLo,neg_control,F15_03_1_3_Bright Field_002,0,32,0.0,0.0,
ALLo,neg_control,F15_03_1_4_Bright Field_001,0,41,0.0,0.0,
ALLo,neg_control,F15_03_1_4_Bright Field_002,1,40,0.0,0.0,0.0
ALLo,neg_control,F15_03_1_5_Bright Field_001,1,40,15.631791550979695,39.07947887744923,1563.1791550979694
ALLo,neg_control,F15_03_1_5_Bright Field_002,0,42,15.688898497838235,37.354520232948175,
ALLo,neg_control,F15_03_1_6_Bright Field_001,1,35,0.0,0.0,0.0
ALLo,neg_control,F15_03_1_6_Bright Field_002,0,37,0.0,0.0,
ALLo,neg_control,F15_03_1_7_Bright Field_001,0,29,2.9124790564985936,10.043031229305496,
ALLo,neg_control,F15_03_1_7_Bright Field_002,0,29,0.0,0.0,
ALLo,neg_control,F15_03_1_8_Bright Field_001,0,34,7.969916365116018,23.440930485635345,
ALLo,neg_control,F15_03_1_8_Bright Field_002,0,37,1.9489762054493143,5.26750325797112,
ALLo,neg_control,F15_03_1_9_Bright Field_001,0,40,13.433687383449078,33.58421845862269,
ALLo,neg_control,F15_03_1_9_Bright Field_002,0,47,21.96208641847008,46.72784344355336,
ALLo,neg_control,F7_03_1_10_Bright Field_001,0,74,24.14890252370478,32.633652059060516,
ALLo,neg_control,F7_03_1_10_Bright Field_002,0,96,46.53387216222051,48.472783502313035,
ALLo,neg_control,F7_03_1_11_Bright Field_001,1,80,4.62530207098526,5.781627588731575,462.530207098526
ALLo,neg_control,F7_03_1_11_Bright Field_002,0,117,8.997681058172088,7.690325690745373,
ALLo,neg_control,F7_03_1_12_Bright Field_001,0,100,2.2667876835626233,2.2667876835626233,
ALLo,neg_control,F7_03_1_12_Bright Field_002,0,152,14.395080996753773,9.470448024180113,
ALLo,neg_control,F7_03_1_13_Bright Field_001,0,68,10.514826228810088,15.462979748250131,
ALLo,neg_control,F7_03_1_13_Bright Field_002,2,121,4.238151719688215,3.5026047270150538,211.90758598441076
ALLo,neg_control,F7_03_1_14_Bright Field_001,2,75,23.361961717575838,31.149282290101116,1168.0980858787918
ALLo,neg_control,F7_03_1_14_Bright Field_002,1,91,29.198474744232264,32.08623598267282,2919.8474744232262
ALLo,neg_control,F7_03_1_15_Bright Field_001,0,74,6.922413514819391,9.354612857864042,
ALLo,neg_control,F7_03_1_15_Bright Field_002,0,119,13.464840403414046,11.314991935642055,
ALLo,neg_control,F7_03_1_16_Bright Field_001,0,73,3.6891635727915286,5.0536487298514094,
ALLo,neg_control,F7_03_1_16_Bright Field_002,0,121,5.349114560908612,4.420755835461662,
ALLo,neg_control,F7_03_1_1_Bright Field_001,0,94,7.764028927916588,8.259605242464456,
ALLo,neg_control,F7_03_1_1_Bright Field_002,2,142,3.6170523259522627,2.5472199478537063,180.85261629761314
ALLo,neg_control,F7_03_1_2_Bright Field_001,0,91,3.646370500953964,4.007000550498862,
ALLo,neg_control,F7_03_1_2_Bright Field_002,0,99,6.619518656377017,6.686382481188906,
ALLo,neg_control,F7_03_1_3_Bright Field_001,1,95,0.0,0.0,0.0
ALLo,neg_control,F7_03_1_3_Bright Field_002,0,96,5.129274000418819,5.34299375043627,
ALLo,neg_control,F7_03_1_4_Bright Field_001,0,93,24.85088257817016,26.721379116312004,
ALLo,neg_control,F7_03_1_4_Bright Field_002,3,133,18.52156004167818,13.925984993742992,617.385334722606
ALLo,neg_control,F7_03_1_5_Bright Field_001,0,76,7.644759513687047,10.05889409695664,
ALLo,neg_control,F7_03_1_5_Bright Field_002,0,119,8.668447135002701,7.284409357145127,
ALLo,neg_control,F7_03_1_6_Bright Field_001,2,88,2.547651027141835,2.895057985388449,127.38255135709176
ALLo,neg_control,F7_03_1_6_Bright Field_002,2,95,4.585938855566645,4.827304058491205,229.29694277833224
ALLo,neg_control,F7_03_1_7_Bright Field_001,0,104,4.613468454445141,4.436027360043405,
ALLo,neg_control,F7_03_1_7_Bright Field_002,0,115,11.040634666755727,9.600551884135415,
ALLo,neg_control,F7_03_1_8_Bright Field_001,0,102,4.570643992064651,4.481023521632011,
ALLo,neg_control,F7_03_1_8_Bright Field_002,0,159,13.064492397197517,8.216661885029884,
ALLo,neg_control,F7_03_1_9_Bright Field_001,0,72,0.0,0.0,
ALLo,neg_control,F7_03_1_9_Bright Field_002,0,129,5.96286301410689,4.622374429540225,
ALLo,neg_control,F8_03_1_10_Bright Field_001,0,57,3.3150066151919746,5.815801079284166,
ALLo,neg_control,F8_03_1_10_Bright Field_002,0,57,3.4989981729358934,6.138593285852445,
ALLo,neg_control,F8_03_1_11_Bright Field_001,0,53,2.299566981275424,4.33880562504797,
ALLo,neg_control,F8_03_1_11_Bright Field_002,0,80,0.0,0.0,
