polymer_idx,grid_row,grid_col,jpg_filename,source_stem,eval_h,eval_w,eval_diag_px,manual_len_px,was_clipped,start_xy_raw,end_xy_raw,start_xy_clipped,end_xy_clipped
34,3,7,H20_03_1_15_Bright Field_002__y898_x1070_h64_w64.jpg,H20_03_1_15_Bright Field_002,64,64,90.50966799187809,41.249457590122184,True,"[1926.5, 912.5]","[1887.5, 927.5]","[1926.5, 912.5]","[1888.0, 927.3076923076923]"
35,2,7,G21_03_1_7_Bright Field_002__y1563_x1553_h110_w110.jpg,G21_03_1_7_Bright Field_002,110,110,155.56349186104046,62.81719509815764,False,"[1912.5, 675.5]","[1927.5, 614.5]","[1912.5, 675.5]","[1927.5, 614.5]"
36,3,9,H20_03_1_1_Bright Field_001__y626_x516_h64_w64.jpg,H20_03_1_1_Bright Field_001,64,64,90.50966799187809,14.0,False,"[2463.5, 878.5]","[2463.5, 864.5]","[2463.5, 878.5]","[2463.5, 864.5]"
37,2,5,G21_03_1_6_Bright Field_002__y1500_x364_h128_w128.jpg,G21_03_1_6_Bright Field_002,128,128,181.01933598375618,100.87561556696105,True,"[1475.5, 646.5]","[1371.5, 637.5]","[1472.0, 646.1971153846154]","[1371.5, 637.5]"
38,2,6,G21_03_1_7_Bright Field_001__y1796_x356_h89_w89.jpg,G21_03_1_7_Bright Field_001,89,89,125.86500705120545,55.90169943749474,False,"[1686.5, 662.5]","[1648.5, 621.5]","[1686.5, 662.5]","[1648.5, 621.5]"
39,3,6,H20_03_1_15_Bright Field_001__y947_x86_h65_w65.jpg,H20_03_1_15_Bright Field_001,65,65,91.92388155425118,15.0,False,"[1655.5, 890.5]","[1667.5, 899.5]","[1655.5, 890.5]","[1667.5, 899.5]"
40,3,5,H20_03_1_14_Bright Field_001__y504_x257_h128_w128.jpg,H20_03_1_14_Bright Field_001,128,128,181.01933598375618,20.615528128088304,False,"[1454.5, 945.5]","[1470.5, 932.5]","[1454.5, 945.5]","[1470.5, 932.5]"
41,3,5,H20_03_1_14_Bright Field_001__y504_x257_h128_w128.jpg,H20_03_1_14_Bright Field_001,128,128,181.01933598375618,38.58756276314948,False,"[1444.5, 941.5]","[1464.5, 908.5]","[1444.5, 941.5]","[1464.5, 908.5]"
42,3,5,H20_03_1_14_Bright Field_001__y504_x257_h128_w128.jpg,H20_03_1_14_Bright Field_001,128,128,181.01933598375618,96.17692030835673,False,"[1429.5, 940.5]","[1384.5, 855.5]","[1429.5, 940.5]","[1384.5, 855.5]"
43,3,4,H20_03_1_12_Bright Field_002__y1494_x50_h64_w64.jpg,H20_03_1_12_Bright Field_002,64,64,90.50966799187809,15.033296378372908,False,"[1159.5, 916.5]","[1144.5, 917.5]","[1159.5, 916.5]","[1144.5, 917.5]"
44,2,4,G21_03_1_5_Bright Field_002__y1153_x1324_h109_w109.jpg,G21_03_1_5_Bright Field_002,109,109,154.14927829866735,60.00833275470999,False,"[1137.5, 606.5]","[1161.5, 661.5]","[1137.5, 606.5]","[1161.5, 661.5]"
45,3,4,H20_03_1_12_Bright Field_002__y1494_x50_h64_w64.jpg,H20_03_1_12_Bright Field_002,64,64,90.50966799187809,16.0312195418814,False,"[1169.5, 927.5]","[1153.5, 926.5]","[1169.5, 927.5]","[1153.5, 926.5]"
46,2,1,G21_03_1_2_Bright Field_002__y100_x538_h128_w128.jpg,G21_03_1_2_Bright Field_002,128,128,181.01933598375618,109.41663493271945,False,"[369.5, 594.5]","[403.5, 698.5]","[369.5, 594.5]","[403.5, 698.5]"
47,2,2,G21_03_1_3_Bright Field_001__y1144_x1282_h75_w75.jpg,G21_03_1_3_Bright Field_001,75,75,106.06601717798213,20.248456731316587,False,"[628.5, 652.5]","[647.5, 659.5]","[628.5, 652.5]","[647.5, 659.5]"
48,2,3,G21_03_1_4_Bright Field_001__y1659_x1050_h69_w69.jpg,G21_03_1_4_Bright Field_001,69,69,97.58073580374356,15.264337522473747,False,"[906.5, 635.5]","[893.5, 643.5]","[906.5, 635.5]","[893.5, 643.5]"
49,3,3,H20_03_1_12_Bright Field_001__y1559_x525_h99_w99.jpg,H20_03_1_12_Bright Field_001,99,99,140.0071426749364,52.55473337388365,False,"[919.5, 905.5]","[870.5, 886.5]","[919.5, 905.5]","[870.5, 886.5]"
50,3,3,H20_03_1_12_Bright Field_001__y1559_x525_h99_w99.jpg,H20_03_1_12_Bright Field_001,99,99,140.0071426749364,16.97056274847714,False,"[920.5, 921.5]","[908.5, 933.5]","[920.5, 921.5]","[908.5, 933.5]"
51,3,2,H20_03_1_11_Bright Field_002__y1664_x506_h77_w77.jpg,H20_03_1_11_Bright Field_002,77,77,108.89444430272832,26.92582403567252,False,"[632.5, 914.5]","[618.5, 891.5]","[632.5, 914.5]","[618.5, 891.5]"
52,3,2,H20_03_1_11_Bright Field_002__y1664_x506_h77_w77.jpg,H20_03_1_11_Bright Field_002,77,77,108.89444430272832,19.026297590440446,False,"[643.5, 912.5]","[642.5, 893.5]","[643.5, 912.5]","[642.5, 893.5]"
53,3,2,H20_03_1_11_Bright Field_002__y1664_x506_h77_w77.jpg,H20_03_1_11_Bright Field_002,77,77,108.89444430272832,23.11353580026392,True,"[658.5, 918.5]","[680.5, 904.5]","[658.5, 918.5]","[678.0, 906.0909090909091]"
54,3,1,H20_03_1_11_Bright Field_001__y1452_x306_h101_w101.jpg,H20_03_1_11_Bright Field_001,101,101,142.8355697996826,59.22837157984339,False,"[378.5, 924.5]","[390.5, 866.5]","[378.5, 924.5]","[390.5, 866.5]"
55,2,2,G21_03_1_3_Bright Field_001__y1144_x1282_h75_w75.jpg,G21_03_1_3_Bright Field_001,75,75,106.06601717798213,32.57299494980466,False,"[632.5, 642.5]","[663.5, 632.5]","[632.5, 642.5]","[663.5, 632.5]"
56,2,2,G21_03_1_3_Bright Field_001__y1144_x1282_h75_w75.jpg,G21_03_1_3_Bright Field_001,75,75,106.06601717798213,21.787905129161835,True,"[615.5, 666.5]","[635.5, 677.5]","[615.5, 666.5]","[634.5909090909091, 677.0]"
57,3,2,H20_03_1_11_Bright Field_002__y1664_x506_h77_w77.jpg,H20_03_1_11_Bright Field_002,77,77,108.89444430272832,18.729189744258942,True,"[619.5, 927.5]","[600.5, 924.5]","[619.5, 927.5]","[601.0, 924.578947368421]"
58,3,3,H20_03_1_12_Bright Field_001__y1559_x525_h99_w99.jpg,H20_03_1_12_Bright Field_001,99,99,140.0071426749364,16.278820596099706,False,"[936.5, 895.5]","[924.5, 884.5]","[936.5, 895.5]","[924.5, 884.5]"
59,3,1,H20_03_1_11_Bright Field_001__y1452_x306_h101_w101.jpg,H20_03_1_11_Bright Field_001,101,101,142.8355697996826,9.336899161413992,True,"[341.5, 924.5]","[330.5, 919.5]","[341.5, 924.5]","[333.0, 920.6363636363636]"
60,2,0,G21_03_1_15_Bright Field_001__y1675_x1475_h73_w73.jpg,G21_03_1_15_Bright Field_001,73,73,103.23759005323593,32.36882999193557,True,"[120.5, 674.5]","[89.5, 660.5]","[120.5, 674.5]","[91.0, 661.1774193548387]"
61,2,0,G21_03_1_15_Bright Field_001__y1675_x1475_h73_w73.jpg,G21_03_1_15_Bright Field_001,73,73,103.23759005323593,29.832867780352597,False,"[119.5, 662.5]","[96.5, 643.5]","[119.5, 662.5]","[96.5, 643.5]"
62,2,0,G21_03_1_15_Bright Field_001__y1675_x1475_h73_w73.jpg,G21_03_1_15_Bright Field_001,73,73,103.23759005323593,33.015148038438355,False,"[128.5, 648.5]","[129.5, 615.5]","[128.5, 648.5]","[129.5, 615.5]"
63,2,0,G21_03_1_15_Bright Field_001__y1675_x1475_h73_w73.jpg,G21_03_1_15_Bright Field_001,73,73,103.23759005323593,11.964997159414311,True,"[157.5, 634.5]","[168.5, 617.5]","[157.5, 634.5]","[164.0, 624.4545454545455]"
64,3,0,H20_03_1_10_Bright Field_002__y1508_x1743_h105_w105.jpg,H20_03_1_10_Bright Field_002,105,105,148.49242404917499,54.56189146281496,False,"[150.5, 908.5]","[101.5, 884.5]","[150.5, 908.5]","[101.5, 884.5]"
65,3,0,H20_03_1_10_Bright Field_002__y1508_x1743_h105_w105.jpg,H20_03_1_10_Bright Field_002,105,105,148.49242404917499,39.158294737168845,True,"[121.5, 951.5]","[74.5, 934.5]","[111.82352941176471, 948.0]","[75.0, 934.6808510638298]"
66,4,0,H20_03_1_1_Bright Field_002__y1267_x771_h94_w94.jpg,H20_03_1_1_Bright Field_002,94,94,132.93607486307093,46.32493928760188,False,"[135.5, 1175.5]","[124.5, 1130.5]","[135.5, 1175.5]","[124.5, 1130.5]"
67,4,1,H20_03_1_2_Bright Field_002__y812_x327_h101_w101.jpg,H20_03_1_2_Bright Field_002,101,101,142.8355697996826,38.897300677553446,False,"[403.5, 1160.5]","[366.5, 1148.5]","[403.5, 1160.5]","[366.5, 1148.5]"
68,4,1,H20_03_1_2_Bright Field_002__y812_x327_h101_w101.jpg,H20_03_1_2_Bright Field_002,101,101,142.8355697996826,29.732137494637012,False,"[419.5, 1151.5]","[409.5, 1123.5]","[419.5, 1151.5]","[409.5, 1123.5]"
69,4,1,H20_03_1_2_Bright Field_002__y812_x327_h101_w101.jpg,H20_03_1_2_Bright Field_002,101,101,142.8355697996826,6.967738708939173,True,"[408.5, 1196.5]","[401.5, 1205.5]","[408.5, 1196.5]","[404.22222222222223, 1202.0]"
70,4,2,H20_03_1_3_Bright Field_001__y1685_x1298_h69_w69.jpg,H20_03_1_3_Bright Field_001,69,69,97.58073580374356,33.60059523282288,False,"[630.5, 1139.5]","[650.5, 1166.5]","[630.5, 1139.5]","[650.5, 1166.5]"
71,4,2,H20_03_1_3_Bright Field_001__y1685_x1298_h69_w69.jpg,H20_03_1_3_Bright Field_001,69,69,97.58073580374356,18.788294228055936,False,"[627.5, 1150.5]","[635.5, 1167.5]","[627.5, 1150.5]","[635.5, 1167.5]"
72,5,1,I20_03_1_11_Bright Field_001__y1857_x869_h64_w64.jpg,I20_03_1_11_Bright Field_001,64,64,90.50966799187809,14.724047604333226,True,"[401.5, 1416.5]","[418.5, 1419.5]","[401.5, 1416.5]","[416.0, 1419.0588235294117]"
73,5,2,I20_03_1_11_Bright Field_002__y1569_x945_h66_w66.jpg,I20_03_1_11_Bright Field_002,66,66,93.33809511662427,28.460498941515414,False,"[642.5, 1425.5]","[669.5, 1416.5]","[642.5, 1425.5]","[669.5, 1416.5]"
74,5,2,I20_03_1_11_Bright Field_002__y1569_x945_h66_w66.jpg,I20_03_1_11_Bright Field_002,66,66,93.33809511662427,18.35755975068582,False,"[635.5, 1420.5]","[644.5, 1404.5]","[635.5, 1420.5]","[644.5, 1404.5]"
75,5,3,I20_03_1_12_Bright Field_002__y1784_x1149_h124_w124.jpg,I20_03_1_12_Bright Field_002,124,124,175.36248173426378,62.00806399170998,False,"[896.5, 1380.5]","[895.5, 1442.5]","[896.5, 1380.5]","[895.5, 1442.5]"
76,5,3,I20_03_1_12_Bright Field_002__y1784_x1149_h124_w124.jpg,I20_03_1_12_Bright Field_002,124,124,175.36248173426378,60.530983801686226,False,"[943.5, 1383.5]","[951.5, 1443.5]","[943.5, 1383.5]","[951.5, 1443.5]"
77,4,3,H20_03_1_3_Bright Field_002__y641_x302_h85_w85.jpg,H20_03_1_3_Bright Field_002,85,85,120.20815280171308,28.160255680657446,False,"[897.5, 1131.5]","[894.5, 1159.5]","[897.5, 1131.5]","[894.5, 1159.5]"
78,4,3,H20_03_1_3_Bright Field_002__y641_x302_h85_w85.jpg,H20_03_1_3_Bright Field_002,85,85,120.20815280171308,24.041630560342615,False,"[887.5, 1135.5]","[880.5, 1158.5]","[887.5, 1135.5]","[880.5, 1158.5]"
79,4,3,H20_03_1_3_Bright Field_002__y641_x302_h85_w85.jpg,H20_03_1_3_Bright Field_002,85,85,120.20815280171308,20.12461179749811,False,"[868.5, 1130.5]","[859.5, 1148.5]","[868.5, 1130.5]","[859.5, 1148.5]"
80,4,3,H20_03_1_3_Bright Field_002__y641_x302_h85_w85.jpg,H20_03_1_3_Bright Field_002,85,85,120.20815280171308,12.206555615733702,False,"[864.5, 1113.5]","[857.5, 1123.5]","[864.5, 1113.5]","[857.5, 1123.5]"
81,5,4,I20_03_1_13_Bright Field_001__y932_x169_h83_w83.jpg,I20_03_1_13_Bright Field_001,83,83,117.37972567696688,41.182520563948,False,"[1142.5, 1427.5]","[1162.5, 1391.5]","[1142.5, 1427.5]","[1162.5, 1391.5]"
82,5,5,I20_03_1_1_Bright Field_001__y1825_x673_h98_w98.jpg,I20_03_1_1_Bright Field_001,98,98,138.59292911256333,64.4437739428721,False,"[1430.5, 1433.5]","[1387.5, 1385.5]","[1430.5, 1433.5]","[1387.5, 1385.5]"
83,5,5,I20_03_1_1_Bright Field_001__y1825_x673_h98_w98.jpg,I20_03_1_1_Bright Field_001,98,98,138.59292911256333,36.6742416417845,False,"[1415.5, 1444.5]","[1379.5, 1437.5]","[1415.5, 1444.5]","[1379.5, 1437.5]"
84,4,5,H20_03_1_5_Bright Field_002__y924_x492_h80_w80.jpg,H20_03_1_5_Bright Field_002,80,80,113.13708498984761,45.03517692308788,True,"[1403.5, 1166.5]","[1448.5, 1173.5]","[1403.5, 1166.5]","[1448.0, 1173.4222222222222]"
85,4,5,H20_03_1_5_Bright Field_002__y924_x492_h80_w80.jpg,H20_03_1_5_Bright Field_002,80,80,113.13708498984761,29.120439557122072,False,"[1395.5, 1158.5]","[1423.5, 1150.5]","[1395.5, 1158.5]","[1423.5, 1150.5]"
86,4,4,H20_03_1_4_Bright Field_001__y1396_x206_h64_w64.jpg,H20_03_1_4_Bright Field_001,64,64,90.50966799187809,22.20360331117452,False,"[1154.5, 1144.5]","[1157.5, 1166.5]","[1154.5, 1144.5]","[1157.5, 1166.5]"
87,4,4,H20_03_1_4_Bright Field_001__y1396_x206_h64_w64.jpg,H20_03_1_4_Bright Field_001,64,64,90.50966799187809,29.410882339705484,False,"[1147.5, 1152.5]","[1138.5, 1180.5]","[1147.5, 1152.5]","[1138.5, 1180.5]"
88,4,4,H20_03_1_4_Bright Field_001__y1396_x206_h64_w64.jpg,H20_03_1_4_Bright Field_001,64,64,90.50966799187809,7.267220926874317,True,"[1126.5, 1158.5]","[1116.5, 1163.5]","[1126.5, 1158.5]","[1120.0, 1161.75]"
89,4,4,H20_03_1_4_Bright Field_001__y1396_x206_h64_w64.jpg,H20_03_1_4_Bright Field_001,64,64,90.50966799187809,29.832867780352597,False,"[1181.5, 1127.5]","[1162.5, 1150.5]","[1181.5, 1127.5]","[1162.5, 1150.5]"
90,4,4,H20_03_1_4_Bright Field_001__y1396_x206_h64_w64.jpg,H20_03_1_4_Bright Field_001,64,64,90.50966799187809,38.73583896053132,True,"[1189.5, 1128.5]","[1160.5, 1166.5]","[1184.0, 1135.7068965517242]","[1160.5, 1166.5]"
91,4,6,H20_03_1_6_Bright Field_001__y688_x496_h96_w96.jpg,H20_03_1_6_Bright Field_001,96,96,135.7645019878171,50.99019513592785,False,"[1641.5, 1137.5]","[1679.5, 1171.5]","[1641.5, 1137.5]","[1679.5, 1171.5]"
92,4,6,H20_03_1_6_Bright Field_001__y688_x496_h96_w96.jpg,H20_03_1_6_Bright Field_001,96,96,135.7645019878171,47.853944456021594,False,"[1646.5, 1134.5]","[1689.5, 1155.5]","[1646.5, 1134.5]","[1689.5, 1155.5]"
93,4,7,H20_03_1_6_Bright Field_002__y618_x292_h101_w101.jpg,H20_03_1_6_Bright Field_002,101,101,142.8355697996826,63.8200595424354,False,"[1945.5, 1169.5]","[1893.5, 1132.5]","[1945.5, 1169.5]","[1893.5, 1132.5]"
94,4,7,H20_03_1_6_Bright Field_002__y618_x292_h101_w101.jpg,H20_03_1_6_Bright Field_002,101,101,142.8355697996826,62.24146527838174,False,"[1924.5, 1196.5]","[1879.5, 1153.5]","[1924.5, 1196.5]","[1879.5, 1153.5]"
95,4,8,H20_03_1_8_Bright Field_001__y148_x1423_h64_w64.jpg,H20_03_1_8_Bright Field_001,64,64,90.50966799187809,29.657593135291766,True,"[2185.5, 1185.5]","[2162.5, 1163.5]","[2183.931818181818, 1184.0]","[2162.5, 1163.5]"
96,4,9,H20_03_1_8_Bright Field_002__y265_x1565_h110_w110.jpg,H20_03_1_8_Bright Field_002,110,110,155.56349186104046,60.166435825965294,False,"[2404.5, 1163.5]","[2460.5, 1141.5]","[2404.5, 1163.5]","[2460.5, 1141.5]"
97,4,9,H20_03_1_8_Bright Field_002__y265_x1565_h110_w110.jpg,H20_03_1_8_Bright Field_002,110,110,155.56349186104046,53.16013544000805,False,"[2483.5, 1188.5]","[2432.5, 1173.5]","[2483.5, 1188.5]","[2432.5, 1173.5]"
98,4,9,H20_03_1_8_Bright Field_002__y265_x1565_h110_w110.jpg,H20_03_1_8_Bright Field_002,110,110,155.56349186104046,20.85311727296428,True,"[2491.5, 1182.5]","[2471.5, 1164.5]","[2487.0, 1178.45]","[2471.5, 1164.5]"
99,4,9,H20_03_1_8_Bright Field_002__y265_x1565_h110_w110.jpg,H20_03_1_8_Bright Field_002,110,110,155.56349186104046,34.99592656343088,True,"[2479.5, 1197.5]","[2440.5, 1208.5]","[2479.5, 1197.5]","[2445.818181818182, 1207.0]"
100,5,7,I20_03_1_2_Bright Field_001__y1813_x1122_h118_w118.jpg,I20_03_1_2_Bright Field_001,118,118,166.87720036002523,90.95603333479313,False,"[1947.5, 1376.5]","[1970.5, 1464.5]","[1947.5, 1376.5]","[1970.5, 1464.5]"
101,5,7,I20_03_1_2_Bright Field_001__y1813_x1122_h118_w118.jpg,I20_03_1_2_Bright Field_001,118,118,166.87720036002523,90.07774419910837,False,"[1936.5, 1370.5]","[1901.5, 1453.5]","[1936.5, 1370.5]","[1901.5, 1453.5]"
102,5,7,I20_03_1_2_Bright Field_001__y1813_x1122_h118_w118.jpg,I20_03_1_2_Bright Field_001,118,118,166.87720036002523,73.24616030891995,False,"[1932.5, 1375.5]","[1893.5, 1437.5]","[1932.5, 1375.5]","[1893.5, 1437.5]"
103,5,7,I20_03_1_2_Bright Field_001__y1813_x1122_h118_w118.jpg,I20_03_1_2_Bright Field_001,118,118,166.87720036002523,32.0,False,"[1905.5, 1366.5]","[1905.5, 1398.5]","[1905.5, 1366.5]","[1905.5, 1398.5]"
104,5,8,I20_03_1_3_Bright Field_001__y871_x1531_h64_w64.jpg,I20_03_1_3_Bright Field_001,64,64,90.50966799187809,31.88220277075637,True,"[2175.5, 1426.5]","[2143.5, 1421.5]","[2175.5, 1426.5]","[2144.0, 1421.578125]"
105,5,9,I20_03_1_3_Bright Field_002__y1777_x425_h67_w67.jpg,I20_03_1_3_Bright Field_002,67,67,94.75230867899737,20.615528128088304,False,"[2447.5, 1402.5]","[2428.5, 1410.5]","[2447.5, 1402.5]","[2428.5, 1410.5]"
106,6,9,J20_03_1_15_Bright Field_001__y568_x1300_h76_w76.jpg,J20_03_1_15_Bright Field_001,76,76,107.48023074035522,36.069377593742864,False,"[2420.5, 1676.5]","[2446.5, 1651.5]","[2420.5, 1676.5]","[2446.5, 1651.5]"
107,6,8,J20_03_1_11_Bright Field_001__y936_x1080_h97_w97.jpg,J20_03_1_11_Bright Field_001,97,97,137.17871555019022,77.78174593052023,False,"[2200.5, 1687.5]","[2145.5, 1632.5]","[2200.5, 1687.5]","[2145.5, 1632.5]"
108,5,6,I20_03_1_1_Bright Field_002__y1424_x884_h100_w100.jpg,I20_03_1_1_Bright Field_002,100,100,141.4213562373095,54.62600113499065,False,"[1676.5, 1380.5]","[1654.5, 1430.5]","[1676.5, 1380.5]","[1654.5, 1430.5]"
